,Unnamed: 0,Review Title,Review Text,Score,Class
204,204,Wonderful,"As expected Flipkart delivered the phone fast and safe. Phone is superb. Brilliant screen, awesome battery performance, and no lag at all in any condition. Overall, the phone is the best option in this price range.",5,Positive
205,205,Just wow!,Absolutely a stunning performance but it heats up a lot if u r under fan it's ok charging speed is that great I u r guy like me who don't think about camera it is absolutely for u it's performance beast at this price,4,Positive
206,206,Pretty good,"It is the best performance mode phone under 20k as said by poco & yes it is...Good battery lifeAwesome display with 120hz refresh rateCamera quality is decentBeast in gaming. Can play all high end graphic games without any problems & lags& It is excellent phone for all the PUBG playersFast fingerprint scannerYes, it has High Res.Audio also, you can experience it while playing games & other stuffsAlso it has nice grip on sides",5,Positive
207,207,Worth every penny,At the launching time gaming in this phone was unmatchable but after some update gaming and performance is average,3,Positive
208,208,Classy product,Very nice phone. It's totally value for money. It's the best phone under 20k rupee. It's performance is awesome. It's camera isn't that good but i don't care anyway. I bought it for gaming and it's doing very good in that area. It does heat a lot though. It's battery is...good? I feel like it's not a 5000 but instead a 4000 mah battery. But it charges fast so it's not a big problem. So overall i would give it a 9.5 out of 10.,4,Positive
209,209,Just wow!,"This is my review after using it for 1 week and I would say it is a flagship experience. I switched from oneplus 7T to this and never felt downgraded. Actually the battery in this is very good and it lasts a day easily even with heavy usage. I found this a little heavy with case and so using it without any case. I would say if your budget is around 20k and you need a overall phone with best processor, go for it.",4,Positive
210,210,Terrific,"Best budget smart phone gaming + also all around camare and other features superb , just one minuse point is this is very havy feel after long and big feel in your hand other wise i love it 💖",5,Positive
211,211,Wonderful,"It is a very good device to cover all the aspects of our daily uses, except the camera part, though x3 got a decent camera set up, but it could have been better, the front camera take good selfies, overall it is a value for money device.",4,Positive
212,212,Highly recommended,Besides the worthy Mobile I would also like to mention that  the delivery boy was extremely humble n patient. His dedication n hardworking was clearly visible as he tried thrice to deliver the product hassle free.,2,Negative
213,213,Delightful,"If you want a best performance smartphone under 20000 this is the phone you have been looking for but it's not 5g and does not have amoled display but has 120 hertz refresh rate which works excellent and QS860 processor is just insane. But MIUI , I don't like it much and it also has quiet some software issues.",3,Positive
214,214,Wonderful,"Very good for heavy task, camera is good but not great, battery is more than enough 8 out of 10",4,Positive
215,215,Awesome,"If you only want a good processor in reasonable price then go for it, if you want other features like camera, user interface, looks, light weight, fast charge etc. then search other options",3,Positive
216,216,Highly recommended,"This is the best one u can get under 20k. If u r a gamer, u have to go for this. Best one in this price range. Camera is okaish. Battery is very good. Cools fast. Display is good. U can fave 1,2 minor problems. But that's not gonna make u sad Or angry. This is the budget gaming beast. Thank you poco for this beast. Love for Flipkart is infinity.",5,Positive
217,217,Does the job,This Phone is good for normal use but for gaming it's not that good..... although it has very much good processor with 860 Snapdragon and good battery capacity....but the Phone is getting heat up for using gaming short period,3,Positive
218,218,Simply awesome,This mobile is good for this value you will satisfied battery performance is awesome fast charging make our time saving and more likely display is very good for playing games watching videos its really good in performance. Its equal to oneplus 7t like this mobile we can get better performance in android while comparing to iphone is not ok in performance but battery its ok but while comparing to other android phones its really awesome to use blast fast mobile enjoy it for many purposes,4,Positive
219,219,Mind-blowing purchase,Have been using it from past 1 month and i must say that this phone has best performance in the segment and after  an update of miui 12.0.5 its camera quality has been improved and battery too In short this is the snappiest phone u can get under 20kAnd its a genuine post Yes carrier aggregation or 4g+ it support but only 2300 band and overall package is good u can go for it peace.,5,Positive
220,220,Nice product,"This is my honest review for Pocox3 pro As we know this device is specially made for gamers others things are not very good at this price rangeGaming is very good I smoothly play pubg for hours on high settings, It works very well. Battery- battery is very good A big plus point of this device after Gaming but 33 vott fast charge doesn't charge very fast, it takes almost 100mins to charge the phone from 0-100 % but company claims that it charges in 60 minsCamera- Honestly camera is not tha...",3,Positive
221,221,Great product,Thank you so much for your fast delivery.Also thank to the delivery guy as well,5,Positive
222,222,Good choice,"After a month use i am writing this review. Before this I was using POCO X3, which was one of the worst mobile I have ever used. It was hanging a lot. But then I understood the difference is in Processor. This mobile has got much better processor. I am more comfortable after using this pro version. No hanging, no slowing down, no heating problems etc.. The only issue I am seeing in this is Software, somewhere the MIUI built for particularly both POCO X3 & X3 Pro is not upto the mark & not...",4,Positive
223,223,Highly recommended,"Nice choice of device in this price range.At starting it had a screen defect in my case but it got resolved once I restarted the device.I feel like the battery drains faster.Camera is good, better than all devices in this range.Performance is top notch, day to day activities are smooth and gaming is also good in this device.This device has a heating issue while gaming and it also gets warmer while doing day to day activities.Overall this device is a good choice in this price range.",4,Positive
224,224,Awesome,Well if you are looking for a phone under 20000 i would personally tell you its poco x3 pro. Just loved it their perfomans  is like one plus nord with snap dragon 860 its just amazing. If you are a pubg or a pes player take this phone its amazing. Just can't describe this phone just awsome.....,5,Positive
225,225,Awesome,"Best gaming phone under 20k. It has lcd display which is good but amoled is great, if you compromise with camera and display as we are getting amoled and best camera under 20k in some other mobiles, this is a best option for you. Best performance mobile under 20k.",5,Positive
226,226,Terrific purchase,"Have this phone being used by my younger cousin  and I have also been using it for more than a year now and it is very smooth and  be it emails , games no lag, surfing, call clarity is good",5,Positive
227,227,Terrific,"Poco x3 pro is just perfect for this price range. It's processor, speed, display, battery all the excellent. Don't blame camera quality... Camera is good with good clarity for this price range. If you prefer camera just go for some other mobile. Liked the product 😀",5,Positive
228,228,Fabulous!,It is absolute good product as a PUBG gaming. It has good proccesure sd 860 and it refresh rate 60 and 100,5,Positive
229,229,Highly recommended,As usual performance is beast 😍😍 fully disaster 😍😍 fully killer soc Snapdragon 860/855+😍😍😍😍 performance like 30k phone or higher And my unit performance is stable fully stable not fluctuating a little bit. And my unit camera is also good but front camera is awesome 😍😍Battery good Screen op smoothBut my opinion if anyone have  Budget go for 8g version Is featured proof (my 6gb ),3,Positive
230,230,Terrific,"There could not be a better phone in this price range. After exchange and discounts ,I got it for 12.5k .There is only one con and that's the camera but since I use DSLR most of the time, m happy with it. I wud give the camera 3/5.The display is surprisingly smooth considering it's an ips lcd display. The 120hz refresh rate is the cherry on the cake.Coming to performance ,it's a beast. Everything works so fast that you will love it..good job Poco. Very happy with the phone.",4,Positive
231,231,Wonderful,Best phone for normal and heavy users.... It do not have amoled display but It feel better than amoled🥰 if you are looking for gaming phone or the phone for 5years go for it... I'm sure you'll love it ❤,5,Positive
232,232,Just wow!,I will like to say that this is the best phone in the this amount of money you pay it has a wonderful processing camera is also good the only thing which I can say a can be improved in this phone is about his its weight.It's made in India value for money e grade processing mind blowing,5,Positive
233,233,Mind-blowing purchase,Great phone if you are looking for gaming at medium budget... camera is okay and good for occasion use..dont compare it...screen is great battery life is awesome.. performance is incredible but ui lacks in providing best out of the hardware installed in it...overall gr8👌👌,3,Positive
234,234,Best in the market!,"Powerful phone for gamers and heavy application users. Camera & display are  a bit less. Depends upon you. Performance or camera, display.",4,Positive
235,235,Very Good,Camera 3.5  avg Performance 5+ top performer Battery 4 2 hours continue bgmi for gamer Otherwise 1.5 day  After miui 12.5 there are bugs in the ui and display performance become avg  Bgmi master.. But plzz dont update 12.5 never and ever,2,Negative
236,236,Mind-blowing purchase,Nice for bgmi,4,Positive
237,237,Could be way better,Worst phone dont buy it heating issue,1,Negative
238,238,Very Good,Killer smartphone this price 🔥🔥🔥,5,Positive
239,239,Brilliant,"120hz smooth display quality awesome, great performance. Good camera",5,Positive
240,240,Brilliant,Best phone money,5,Positive
241,241,Brilliant,Beast in performance... If you are a gamer you are gonna love this phone for sure... Totally in love with it 🥰,5,Positive
242,242,Highly recommended,Worth buying. 1. Amazing performance. 2. Camera is ok. value for money.,4,Positive
243,243,Worth every penny,Best camera for the price segment!!!,5,Positive
244,244,Perfect product!,This phone is very good and performance is very nice.Value for money for gaming and everything Must consider buying it....,5,Positive
245,245,Highly recommended,Really killer performance smartphone,5,Positive
246,246,Fabulous!,Nice PhoneValue for moneyBack Vibration,4,Positive
247,247,Perfect product!,pro perfomance kingall round king,5,Positive
248,248,Absolute rubbish!,Worst quality product. Motherboard dead within 5 months of purchase. No replacement is offered and you have to wait for a month to get it repaired. Complete waste of money instead make up for a quality brands. Chinese phones will always be Chinese,1,Negative
249,249,Awesome,Best phone for heavy users,5,Positive
250,250,Best in the market!,That's great for me 😍,5,Positive
251,251,Waste of money!,Phone dead After 5months,1,Negative
252,252,Not recommended at all,With in 7 months motherboard gone,1,Negative
253,253,Perfect product!,It has make me very happy at this price range. Gaming experience is fabulous and addicted . Camera is good at this price .,5,Positive
254,254,Really Nice,Superb phone under 20k.Performance like pro.Display ok sometimes feel like screen bleeding from corners.Speaker is v.goodCamera is goodBattery is superb.Overall performance is v good. This is 1st impression.,5,Positive
255,255,Really Nice,Phone is awesome but I didn't understand why the back side vibrating more when I play audio,3,Positive
256,256,Just wow!,"Everything is fine except the sound, do anyone facing the issue of backlid vibration.. Also it doesn't have a face unlock it sensor like in poco f1 camera quality still couldn't beat poco f1.. Better in terms of processor only, still poco haven't made phones that can beat the pocof1, but main problem with pocof1 is gorilla Glass 3 easily breakable which is rectified in x3 pro aka poco f2..",3,Positive
257,257,Useless product,"Genuine review: Worst productPoor camera quality855+ processor....it do nothingSound: Stereo speakers are good but back vibrates alotDisplay: Big in size but we didn't brought this only for watching movies/videosFinger print: Do not go for side finger print. It doesn't recognise most of the times.Heat: Ofcourse.... liquid cooling system... didn't work...i feel heat most of the times33watt fast charging: Nope...even though i use 20amp switch, it takes around 1:15hrs for full chargePl...",1,Negative
258,258,Worth every penny,"Great delivery by flipkart.trusted company. 👌-Excellent phone for a reasonable price.-Great camera.-Excellent battery life.-Supports fast charging.-Good camera.-Excellent gaming performance.""Thank you🙏 Flipkart""🌹",5,Positive
259,259,Perfect product!,"Amazing phone.1. Above average camera2. Amazing fast charging3. Display quality is ok but touch is responsive4. Mind blowing speakers when you play Dolby sound5. Quick finger touch response6. Very good 860 cpu performance but sometimes phone gets heat on backsideCons.Poor MIUI 12 experience with few of bugs, which make weakness of any new MIUI 12 based phone- can feel vibration in back when we play any audio or video on high volume but we can ignore it as it's due to stereo and back...",4,Positive
260,260,Fabulous!,"I'm very satisfied with this product. And yes, it supports Ultra Hd 🌝🌝",5,Positive
261,261,Worth every penny,Valuable product with money.. I'm so much happy with it. go for it,5,Positive
262,262,Simply awesome,Value for money 😘,5,Positive
263,263,Terrific,I bought for this sd 860,5,Positive
264,264,Just wow!,Best phone ever under 20000 . Best performance. pubg 60 fps with recording no lag in bootcam,5,Positive
265,265,Don't waste your money,"Don't buy this phone at all. I highly recommend you not to buy this phone. It has so many problems that you can't even count. I bought this phone on the first sale. It wasn't even a year, the motherboard was dead already and the gyroscope stopped working. Don't buy this phone as a gaming purpose.",1,Negative
266,266,Nice product,it’s bast,3,Positive
267,267,Terrific,The first thing I have to do is test of this phone,4,Positive
268,268,Brilliant,Best phone in this price segment,5,Positive
269,269,Best in the market!,"If you are a gamer and looking for a good budget mobile, close your eyes and go for it suprb performance and battery backup for about 5 hour pubg n on stop and fast charging make it more neutral.... By the way here the camera samples",4,Positive
270,270,Just okay,"The phone was good, but i don't understand why the back panel was shaking when I play videos, Is i am only getting this problem or all the people who bought it can anyone say this",3,Positive
271,271,Terrific purchase,Look at camera quality its really good,5,Positive
272,272,Wonderful,Very amazing performance 😍😍,5,Positive
273,273,Not good,POCO X3 Pro is Made For Max Performance. But Camera Is Decent. And Yeah Sound Vibration In Back Side Is Annoying. Heating And Screen Touch Problem After 2 Months . Didn't Recommend To Buy .,2,Negative
274,274,FOOLED BY SPECIFICATION,"WE NORMALLY BUY PHONES FOR ITS SPECIFICATION AND PERFORMANCE , I HAD POCO F1 BEFORE SO I BOUGHT THIS , AFTER FEW WEEKS I NOTICED THERE WERE SO MANY GLITCHES BUT I CONTINUED USING, AND AFTER A MONTH I NOTICED IT HAD A SERIOUS AUTO TOUCH ISSUE I TRIED FACTORY RESET, CHANGED THE TAMPERED GLASS NOTHING HELPED , AND TO MAKE MATTER WORSE I CANT EVEN COMPLAIN IN THE MI  SERVICE CENTER AS POCO AND MI HAVE GONE THEIR SEPARATE WAYS , AND IT HAS TO BE A PAID SERVICING NOW .",2,Negative
275,275,Value-for-money,Worthy product,5,Positive
276,276,Good choice,Good phone...Needs some optimization...Battery management is not satisfactory despite the huge cell...Cameras are not bad...The experience is great.,3,Positive
277,277,Excellent,Nice,4,Positive
278,278,Delightful,1.performance is superb.... (Out of the world) 2.camera is decent3.display is good.4.battery is good. (Could have been better) 5.sound is superb6.overall obviously worth buying..... Cons1.heating isssue(little bit) 2.miui optimization is the problem for some apps... There is no option available to turn off miui optimization,3,Positive
279,279,Absolute rubbish!,Worst quality product. Motherboard dead within 5 months of purchase. No replacement is offered and you have to wait for a month to get it repaired. Complete waste of money instead make up for a quality brands. Chinese phones will always be Chinese,1,Negative
280,280,Simply awesome,Profamance is Osm.,3,Positive
281,281,Wonderful,This mobile  performance is max level.But camera  is poor and display quality is ok.MIUI bugs.Back panal heavy vibrations. Screen blink problem. Pubg play heating but no frame drop. This mobile buy reason SD 860 only.This mobile only  for heavy gammers.,2,Negative
282,282,Terrific,Close your eyes and go for it,5,Positive
283,283,Brilliant,"All round Mobile perfect for daily users and gamers tooI just love this design, i have already oppo reno 5 pro, i have purchased this for gaming purposes , Performance is osome ❤️Display quality its okPerformance okLittle bugs wanted to fixCamara for this budget its okAll round Mobile....❤️🔥",5,Positive
284,284,Wonderful,Very nice😍😍😘😘,5,Positive
285,285,Awesome,Amazing speed,5,Positive
286,286,Classy product,Performance is ultimate nice product,5,Positive
287,287,Perfect product!,Excellent mobile,5,Positive
288,288,Fabulous!,Good,4,Positive
289,289,Fabulous!,This is only for gamers..... 😈😈,1,Negative
290,290,Wonderful,Very nice😍😍😘😘,5,Positive
291,291,Awesome,Amazing speed,5,Positive
292,292,Classy product,Performance is ultimate nice product,5,Positive
293,293,Fabulous!,This is only for gamers..... 😈😈,1,Negative
294,294,Terrific purchase,Gaming MarvelousBattery FabulousCamera Amazing (I'm satisfied)Overall Excellent,5,Positive
295,295,Must buy!,"Beast mobile under 20k...Just close ur eyes and go for it . Best performance as u all know (PUBG) hdr+extreme...camera is very good just u need to adjust a little settings...and idk why everyone is complaining about back vibration ! Yeah there is back vibration due to its speaker , its dual stereo speakers r damn loud af , like any 5w bluetooth speaker which create very loud sound and good bass . And it get reduced when u put on its cover...here I'll show some camera samples.Loved it !!!",5,Positive
296,296,Simply awesome,"Just Awesome , Clickby Me",5,Positive
297,297,Moderate,"After a month of using it, the phone's display developed a patch and the touch sometimes works on it's own. Neither did I drop my phone (not in water, not on the ground) nor mischarge nor made it work heavily continuously. I didn't even play any heavy games yet. Maybe I'm the only one facing this problem, but I'm really frustrated for spending 19k when I'm living in a tight financial situation because of covid-19. Flipkart doesn't have any information regarding any warranty or anything. All t...",2,Negative
298,298,Perfect product!,Flagship killer .. best phone for performance,5,Positive
299,299,Not recommended at all,"After 7-8 days, am getting trouble in screen touch",2,Negative
300,300,Good,Nice phone Nice cam nice performer,5,Positive
301,301,Good choice,Overall performance is good ..Actually it is a gaming device..😍Camera is not good it is need improvement 😈😈,3,Positive
302,302,Super!,Average camera but performance beast phone special for pubg,3,Positive
303,303,Must buy!,Thih phone is best for gaming,5,Positive
304,304,Delightful,"Very happy with the purchase. Saw some people giving bad reviews about camera. I love the camera. Check these shots. Performance beast. Display is vivid, bright , and smooth with 120hz. Camera got all sorts of editing tools and vlog mode. Battery lasts for two days. The only negative I found is the back panel vibrates when using speakers. Probably because of the cooling plates within. Better than any phone in this price segment. A flagship killer of flagship killers.",4,Positive
305,305,Good quality product,"After buying this product,I am so satisfying 😌😌😌",5,Positive
306,306,Utterly Disappointed,Ghost touch issue,4,Positive
307,307,Wonderful,I loved this product.,5,Positive
308,308,Simply awesome,Pros-Flagship grade performance-Good Batery life-Ufs 3.1 storage is blazing fast-My previous phone was Moto g5s plus. Compared to that the LCD panel on this screen is of very high quality. 120hz is very smooth.Cons-Very high temperature shown in cpu monitoring apps but phone feels nowhere near that hot. Don't know if sensor problem. After playing Genshin Impact in med settings about half an hour temp was showing near 55-61 range. Using case provided with phone.-MIUI bloatwares could b...,3,Positive
309,309,Don't waste your money,Camera is avgBattery and performance are goodCan be used as a body massagerBecause speaker makes back panel fully vibrated,4,Positive
310,310,Simply awesome,Nothing beats this under 20k budget90FPS for PUBG lovers due to it's beautiful 120hz displayAnd damn powerful 860 at this price rangeYou can also call it Poco F2 due to it's features succeeding what Poco F1 was known for,3,Positive
311,311,Good choice,1.Best performance2.Super fast turbo charging3.value for money4.speakers is to good5.good quality,5,Positive
312,312,Does the job,Camera lagging while trying to take videos.Worst Camera Experience.,1,Negative
313,313,Simply awesome,Nice.......  valu for mony,4,Positive
314,314,Perfect product!,Profermence is good Go for this phone,4,Positive
315,315,Excellent,Superb mobile performance was too good+,5,Positive
316,316,Worth the money,Real camera great... performance beast... battery ok ok .....poor front camera,3,Positive
317,317,Useless product,Mother board complaint.,2,Negative
318,318,Did not meet expectations,This device dies in 8 months and it cannot be replaced all manufacture of this phone is over never buy this phone this phone is faulty everyone’s poco x3 pro is blacking out never buy this product,1,Negative
319,319,Brilliant,HI TO ALL THOSE WHO ARE PLANNING TO BUY POCO X3 PRO AT THE PRICE OF 17000 IT IS IT IS BEAST THOSE WHO CONSIDER PERFORMANCE FOR THEM IT IS PERFECT AND ALSO IT LAST FOR ONE DAY BATTERY BACKUP IS ALSO GOOD GO FOR IT WITHOUT ANY HESITATION,5,Positive
320,320,Fabulous!,Mind blowing 👆,1,Negative
321,321,Just wow!,Best experience ever on smart phone Thnks to poco.,5,Positive
322,322,Nice product,"Little bit bulky, Not a camera phoneBest processor at this range.",3,Positive
323,323,Mind-blowing purchase,This phone is awesome😊,5,Positive
324,324,Classy product,My favourite phone at this price I grab it only for SD860 chip... camera is ok at this price... performance is beast...but when speaker volume is full device vibrates in backside...and also having some bugs...in MIUI,4,Positive
325,325,Super!,"The phone is absolute beast, performance is good, display is super smooth. No lagsIt heats up but it is normal. Camera is goodNo adds, worthh it...",5,Positive
326,326,Classy product,Amazing performance Smartphone. Decent Camera. Smoothy experience.,5,Positive
327,327,Must buy!,Those 3 words : Value for money ❤️,5,Positive
328,328,Horrible,"Ghost Touch Problem (phone screen problem)...Flipkart you guys sucks... I wasted my money in your platform.. Techincal guys worst, he do know anything about this issue, even if told also he is num...Thanks FLIPKART, Had a great experience bye bye",1,Negative
329,329,Awesome,Best gaming phone for  pubg players,5,Positive
330,330,Just okay,"I have been using this mobile for more than a weeks time now, the camera quality is average and the mobile battery gets drain out very quick you need to keep mobile in battery saver mode if needed to run the mobile for 1.5 days without charging back.Mobile phone back panel vibrates when back songs played in open speaker, if i have the provision to return this mobile i would have done it.Please read all the negative review and positive review before taking the decision to buy it. Thanks",1,Negative
331,331,Really Nice,Night mode capture,4,Positive
332,332,Excellent,Pic quality is good. Overall good performance.,4,Positive
333,333,Delightful,"The Device is really Good,The camara is average,and the shots are not much rich in quality,The display is not the best,but on performance vise it's a beast,that contain 120hz Refresh rate,trust me Guys it's buttery smooth..The battery is above average on 120hz.but switching to 70hz can save some juice in it..Now The main part The processor 🔥🔥🔥 No words to explain ultra level beast performance.if u r a Gaming oriented person then without any preferences book it now,,,The Body of the device ...",3,Positive
334,334,Terrific purchase,"Firstly the phone is good..Second If ur a serious gamer, u play for around 6 to 8 hrs then it's a good phone .Yes there are vibrations at the back.. but manageable by using the case.Battery drains fast but can hold for long.Cameras are average.And coming to the heat ..It does heat after 3hrs of hard gaming.Overall a power-packed device.",4,Positive
335,335,Worth every penny,Performance is supb.....And if you are a good cameramen ...... Creativity matters more then number or camera.....,2,Negative
336,336,Just wow!,This phone is so amazingI'm so happy 😁😁😁😁😊😊😊,5,Positive
337,337,Terrific purchase,Phone is awesome and also the performance level is superb but a little bit rear camera issue,4,Positive
338,338,Fabulous!,Amazing product,5,Positive
339,339,Great product,"I have been using this phone from a week and Over all it's a good phone. U can click some crazy photos if u feed the cam enough light the stock cam kinda sucks so i recommend using gcam. And about the performance. it's the GOAT""The display quality is good but in sunlights u have to struggle a lil bit the speakers are very loud but the back kinda vibrates like only on the middle part it was kinda annoying in the beginning but later i got use to it",4,Positive
340,340,Excellent,Dont buy this for camera buy it for gaming or performance amazing gaming performance,5,Positive
341,341,Must buy!,Good performance and good battery lifeAnd good camera,4,Positive
342,342,Classy product,Best smartphone at this price range. Snapdragon 860 is main highlight.,5,Positive
343,343,Good choice,Very nice,5,Positive
344,344,Wonderful,Don't buy... I have to facing mother board issue on this device.. Pls don't Buy.. Now I thrown to Dustbin 🥺,1,Negative
345,345,Simply awesome,"Everything in this phone is good enough for under 20k price range. Only one issue I found that, in lowest brightness display light is fluctuating. I replaced it, but problem remains same in new one. It should not happened...",3,Positive
346,346,Brilliant,Camera is not bad as all are saying. Ok for casual photography. Performance is the best not even any phone upto 25000 can match the performance. Battery and charging speed  is  ok.  Display is really good if you don't need amoled. App open close speed is really fast. But little heavy and thick.,3,Positive
347,347,Good,If you don't need performance then go for others device.... It's only for performance and power💪..,3,Positive
348,348,Best in the market!,"120HZ is only Supported over UI. COD-m, PUBG-M and other battle-royale are still on 60fps(Even after applying patch for 90fps). Everything of this Phone is perfect. Just waiting for perfect G-CAM.Just Unbeatable.",2,Negative
349,349,Perfect product!,Loved this Very much... Soo much happy to but this..,5,Positive
350,350,Wonderful,"Review after 4 months, android phones started to show it's true colours phone started to show little lags, jitters and all still running good somehow.",3,Positive
351,351,Super!,Value for money to gamer,5,Positive
352,352,Awesome,Go for it,5,Positive
353,353,Just wow!,Very very very niceeeee........,5,Positive
354,354,Not recommended at all,Back side vibrated,2,Negative
355,355,Not recommended at all,Very worst product don't waste your money 10 months after full mother board fault promissMy free advice,1,Negative
356,356,Simply awesome,Most powerful device under 20k,5,Positive
357,357,Nice product,I bought this phone a few days ago...and this has an overall good performanceThe camera is averageIt has heating issue (not so much)Good gaming performance for pubgBattery capacity is good ..and its charging is also fastDisplay is also goodOverall..its one of the best phones in this price range⚡,4,Positive
358,358,Absolute rubbish!,At this price point camera is not good .Performance of the device is good but not amazing. Pubg lacks even in hdr settings. Screen freezes for a second in game. Speakers are good. phones heats up even in low tasking or in playing music only. Don't buy by watching videos of tech youtuber.they do paid reviews I have realized from this device.,2,Negative
359,359,Mind-blowing purchase,Beast in the segment.. Battery🔋 Backup is amazing.. Processor is awesome.. Camera 📷 is ok.. 120Hz is just lit.. Value for money.. just go for it over realme 8 series and Mi Note 10 series.. Way better than those..,5,Positive
360,360,Terrific,Great phone,5,Positive
361,361,Worth every penny,Very good delivery and the phone is absolutely brilliant.....,5,Positive
362,362,Awesome,Super phone,5,Positive
363,363,Did not meet expectations,This device dies in 8 months and it cannot be replaced all manufacture of this phone is over never buy this phone this phone is faulty everyone’s poco x3 pro is blacking out never buy this product,1,Negative
364,364,Don't waste your money,Worst device ever got dead in only 7 months and now they are offering me redmi note 10 pro Don't buy this or any Xiaomi redmi or poco device,1,Negative
365,365,Did not meet expectations,"Don't buy, It's is dead after 5months automatically. My phone is completely dead after 5months. Don't buy. If you want to take a risk, please go ahead.",1,Negative
366,366,Super!,Nice,4,Positive
367,367,Highly recommended,Osm ph gaming best ph under 20000,5,Positive
368,368,Simply awesome,Poco X3 Pro is crazy fast...I didn't used any 800 series SOC before I think all the consumer going to benefits with this. To be honest Poco X3 is a flagship phone under 20k. There's only one con; that is degrade camera compared to Poco X3...,4,Positive
369,369,Just wow!,This is what I really want 🔥❤and I'm satisfied with this 😍,5,Positive
370,370,Must buy!,Go for it. Value for money.,5,Positive
371,371,Classy product,Nice mobile. Good game play no lags good battery nice cameras,4,Positive
372,372,Simply awesome,Good for gaming,4,Positive
373,373,Good quality product,Beast phone under 20k 1) People who are saying pubg is lagging make sure before opening the game switch screen refresh rate down to 60hz as game booster tries to push to 120 hz and in game setting tries to down to 60 this causes screen Jitter and lag.2) camera is average as it's a gaming phone3) some are saying chrome is not working at 120hz it's app issue which can be easily  resolve by typing chrome.// flags (please seach on internet) and again search  android surface make it disable3) ...,2,Negative
374,374,Just okay,"In GAME TURBO Mode, there is No ""Handsfree Call Enable"" Option Available..And there is also Bugs present when Received a call and side by side playing the game, can't hear the voice.. this is so annoying.. Please fix this in the next Update",1,Negative
375,375,Terrific purchase,Value for moneyBest phone for gamersBest phone for photographyMiui 12 is optimised⭐⭐⭐⭐⭐,5,Positive
376,376,Just wow!,Best Gaming phone,5,Positive
377,377,Classy product,Power packed.,5,Positive
378,378,Super!,My new gaming mobile pocox3 pro,5,Positive
379,379,Simply awesome,Best performance smartphone under 20k,5,Positive
380,380,Good quality product,Value for money,5,Positive
381,381,Fair,"Night mode is awsome face detection is very bad look like you click photo from another phone, performance beast",1,Negative
382,382,Fabulous!,Camera is very good and it is equal to nordDon't believe wrong comments about cameraGaming beast,5,Positive
383,383,Terrific,You can't expect more at this price range.Performance 5/5Camera 3/5Battery 4/5Display 3.5/5Value for money 5/5Sound 4/5Charging 3.8/5Vibration 4.1/5Gaming 5/5Overall. You can't find a better performance phone at this price range. If camera is not in top of your priority list then just go for it.. you won't be disappointed.,4,Positive
384,384,Fabulous!,Camera is goodDisplay is nicePerformance is amazingBattery backup is averageOverall it's a great choice under 20k,4,Positive
385,385,Fair,Very nice camera perfect mobile for pubg game powerful💪 Prosser,5,Positive
386,386,Worth every penny,Best phone for gaming under 20000,5,Positive
387,387,Just wow!,just amazing,5,Positive
388,388,Wonderful,Great product,5,Positive
389,389,Fabulous!,Worse phone,1,Negative
390,390,Not recommended at all,Worst product from Poco and worst service from Flipkart. I would suggest don't buy any mobile from Flipkart,1,Negative
391,391,Terrific purchase,Nice mobile value for money,4,Positive
392,392,Hated it!,when i reduce my display brightness then the screen blinking....,2,Negative
393,393,Wonderful,Good performance. Rear camera preety good.,4,Positive
394,394,Wonderful,Amazing phone at this price camera quality is also good and the phone performance is outstanding.,5,Positive
395,395,Great product,NICE MOBILE ITS VALUE FOR MONEY BUT THE PUBG CAN PLAY ON 60 FPS BUT POCO OFFICIALS TELLS NEXT UPDATE HAVE 90 FPS,3,Positive
396,396,Just wow!,Varry good,4,Positive
397,397,Mind-blowing purchase,Only the camera is what's the problem in this phone!! The picture quality comes out to be very low!Overall quite good performance. Battery backup and processor are amazing and it's really good for gaming (Pubg)!!!,3,Positive
398,398,Worth every penny,Excellent Gaming Smartphone and Excellent performance!!,5,Positive
399,399,Mind-blowing purchase,Sperb,5,Positive
400,400,Fair,Very nice camera perfect mobile for pubg game powerful💪 Prosser,5,Positive
401,401,Worth every penny,Best phone for gaming under 20000,5,Positive
402,402,Just wow!,just amazing,5,Positive
403,403,Wonderful,Great product,5,Positive
404,404,Worst experience ever!,Don't buy this phone my mob got suddenly dead after 1 year for no reason! And many people having same issueDont or you will loose your money,1,Negative
405,405,Terrific purchase,Nice mobile value for money,4,Positive
406,406,Hated it!,when i reduce my display brightness then the screen blinking....,2,Negative
407,407,Awesome,nice all good ..,5,Positive
408,408,Wonderful,Amazing phone at this price camera quality is also good and the phone performance is outstanding.,5,Positive
409,409,Great product,NICE MOBILE ITS VALUE FOR MONEY BUT THE PUBG CAN PLAY ON 60 FPS BUT POCO OFFICIALS TELLS NEXT UPDATE HAVE 90 FPS,3,Positive
410,410,Wonderful,"The best phone within the budget i have used for 10 days no issue yet sometimes little bit heating issue if your using roughly, but the performance is best quality. I was thinking to return again I decided it's good going",5,Positive
411,411,Wonderful,Powerful performance by Snapdragon 860. Good Battery life. Good camera quality.,5,Positive
412,412,Hated it!,Worst phone ever!...multiple touch(ghost-touch) issues will come within 2 months...screen flickering and touch problem will always comes..cheap build quality..I recommend not to buy poco x3 pro,1,Negative
413,413,Awesome,Been using for almost 3 months now . No regrets . Camera quality is a bit low but apart from that every thing is awesome .,4,Positive
